id;nocivq;nocivqsuf;odorecnorm;adresse;secteur;codpos
337;12; ;Rue de la GrËve;12, Rue de la GrËve;Sullivan;J9P0B9
338;12; ;Rue du Parc-Benny;12, Rue du Parc-Benny;Val-d'Or;J9P2P7
339;12; ;Rue ValliËres;12, Rue ValliËres;Val-d'Or;J9P4L3
340;12; ;Rue Nelson;12, Rue Nelson;Val-d'Or;J9P2Z6
341;12; ;Chemin de la Baie-CarriËre;12, Chemin de la Baie-CarriËre;Val-d'Or;J9P4M1
342;12; ;Rue PauzÈ;12, Rue PauzÈ;Val-d'Or;J9P5E9
343;12;A;Rue Saint-Jacques;12, Rue Saint-Jacques;Val-d'Or;J9P2W6
344;12;A;Rue Sigma;12, Rue Sigma;Val-d'Or;J9P2V5
345;12; ;Rue Quabie;12, Rue Quabie;Lac-Simon;J0Y3M0
346;12; ;Rue Wabinok;12, Rue Wabinok;Lac-Simon;J0Y3M0
347;12; ;Rue Amikobi;12, Rue Amikobi;Lac-Simon;J0Y3M0
348;12; ;Rue Kwepi;12, Rue Kwepi;Lac-Simon;J0Y3M0
349;12; ;Rue Wabanonik;12, Rue Wabanonik;Lac-Simon;J0Y3M0
350;12; ;Sentier des FougËres;12, Sentier des FougËres;Sullivan;J9P0B9
351;12; ;Rue Saint-Jean;12, Rue Saint-Jean;Val-d'Or;J9P5R2
352;12; ;Rue L'êcuyer;12, Rue L'êcuyer;Sullivan;J9P0B9
353;12; ;Rue Lorette-Siscoe;12, Rue Lorette-Siscoe;Sullivan;J9P0B9
354;12; ;Rue Cloutier;12, Rue Cloutier;Val-d'Or;J9P4K7
355;12; ;Chemin de la Plage-Rotary;12, Chemin de la Plage-Rotary;Val-d'Or;J9P0C8
356;12; ;Rue Turgeon;12, Rue Turgeon;Val-d'Or;J9P0A6
357;12; ;Route 111;12, Route 111;Vassan;J9P0C1
358;12; ;Rue Laprairie;12, Rue Laprairie;Dubuisson;J9P4N7
359;12; ;Chemin Proulx;12, Chemin Proulx;Vassan;J9P0C1
360;13; ;Rue Saint-Jacques;13, Rue Saint-Jacques;Val-d'Or;J9P2W7
361;13; ;Rue Sigma;13, Rue Sigma;Val-d'Or;J9P2V6
362;13; ;Chemin Proulx;13, Chemin Proulx;Vassan;J9P0C1
363;13; ;Rue Ogima;13, Rue Ogima;Lac-Simon;J0Y3M0
364;13; ;Rue ValliËres;13, Rue ValliËres;Val-d'Or;J9P4L4
365;13; ;Rue Lecompte;13, Rue Lecompte;Val-d'Or;J9P2P4
366;13; ;Rue Laroche;13, Rue Laroche;Val-d'Or;J9P2R4
367;13; ;Rue Lorette-Siscoe;13, Rue Lorette-Siscoe;Sullivan;J9P0B9
368;13; ;Rue du Parc-Benny;13, Rue du Parc-Benny;Val-d'Or;J9P2P6
369;13; ;Rue de la GrËve;13, Rue de la GrËve;Sullivan;J9P0B9
370;13; ;Rue des Saules;13, Rue des Saules;Val-d'Or;J9P4E9
371;13; ;Rue Quabie;13, Rue Quabie;Lac-Simon;J0Y3M0
372;13; ;Rue Wabinok;13, Rue Wabinok;Lac-Simon;J0Y3M0
373;13; ;Rue Amikobi;13, Rue Amikobi;Lac-Simon;J0Y3M0
374;13; ;Rue Kwepi;13, Rue Kwepi;Lac-Simon;J0Y3M0
375;13; ;Rue Wabanonik;13, Rue Wabanonik;Lac-Simon;J0Y3M0
376;13; ;Rue Turgeon;13, Rue Turgeon;Val-d'Or;J9P0A6
377;13; ;Rue Laprairie;13, Rue Laprairie;Dubuisson;J9P4N7
378;13; ;Route 111;13, Route 111;Vassan;J9P0C1
379;13; ;Rue Leclerc;13, Rue Leclerc;Vassan;J9P0C1
380;14; ;Rue Saint-Jacques;14, Rue Saint-Jacques;Val-d'Or;J9P2W6
381;14; ;Rue Sigma;14, Rue Sigma;Val-d'Or;J9P2V5
382;14; ;Rue des Saules;14, Rue des Saules;Val-d'Or;J9P4G1
383;14; ;Rue Saint-Jean;14, Rue Saint-Jean;Val-d'Or;J9P5R2
384;14; ;Chemin Leblanc;14, Chemin Leblanc;Vassan;J9P0C1
385;14; ;Rue du Parc-Benny;14, Rue du Parc-Benny;Val-d'Or;J9P2P7
386;14; ;Chemin de la Baie-CarriËre;14, Chemin de la Baie-CarriËre;Val-d'Or;J9P4M1
387;14;A;Rue Allard;14, Rue Allard;Val-d'Or;J9P2X7
388;14;B;Rue Allard;14, Rue Allard;Val-d'Or;J9P2X7
389;14; ;Boulevard de l'HÙtel-de-Ville;14, Boulevard de l'HÙtel-de-Ville;Val-d'Or;J9P4X5
390;14; ;Rue Quabie;14, Rue Quabie;Lac-Simon;J0Y3M0
391;14; ;Rue Wabinok;14, Rue Wabinok;Lac-Simon;J0Y3M0
392;14; ;Rue Amikobi;14, Rue Amikobi;Lac-Simon;J0Y3M0
393;14; ;Rue Kwepi;14, Rue Kwepi;Lac-Simon;J0Y3M0
394;14; ;Rue Ogima;14, Rue Ogima;Lac-Simon;J0Y3M0
395;14; ;Rue Wabanonik;14, Rue Wabanonik;Lac-Simon;J0Y3M0
396;14; ;Chemin Rousseau;14, Chemin Rousseau;Vassan;J9P0C1
397;14; ;Route 111;14, Route 111;Vassan;J9P0C1
398;14; ;Rue BÈlisle;14, Rue BÈlisle;Sullivan;J9P0E2
399;14; ;Rue Allard;14, Rue Allard;Val-d'Or;J9P2X7
400;14; ;Rue Laprairie;14, Rue Laprairie;Dubuisson;J9P4N7
401;14;B;Rue Ogima;14, Rue Ogima;Lac-Simon;J0Y3M0
402;15; ;Rue Saint-Jacques;15, Rue Saint-Jacques;Val-d'Or;J9P2W7
403;15; ;Sentier des FougËres;15, Sentier des FougËres;Sullivan;J9P0B9
404;15; ;Chemin Proulx;15, Chemin Proulx;Vassan;J9P0C1
405;15; ;Rue Cicip;15, Rue Cicip;Lac-Simon;J0Y3M0
406;15; ;Rue Rochefort;15, Rue Rochefort;Val-d'Or;J9P4H3
407;15; ;Rue Wolfe;15, Rue Wolfe;Val-d'Or;J9P3X8
408;15; ;Rue Brousseau;15, Rue Brousseau;Val-d'Or;J9P4H8
409;15; ;Rue Thibault;15, Rue Thibault;Val-d'Or;J9P4J8
410;15; ;Rue Guay;15, Rue Guay;Val-d'Or;J9P4Z8
411;15; ;Rue Chabot;15, Rue Chabot;Val-d'Or;J9P2T3
412;15; ;Rue Morissette;15, Rue Morissette;Val-d'Or;J9P6Z3
413;15; ;Chemin de la Baie-CarriËre;15, Chemin de la Baie-CarriËre;Val-d'Or;J9P4L9
414;15; ;Rue Marchand;15, Rue Marchand;Val-d'Or;J9P2S4
415;15; ;Rue du Parc-Benny;15, Rue du Parc-Benny;Val-d'Or;J9P2P6
416;15; ;Rue des Saules;15, Rue des Saules;Val-d'Or;J9P4E9
417;15;A;Rue Sigma;15, Rue Sigma;Val-d'Or;J9P2V6
418;15; ;Rue Bouchard;15, Rue Bouchard;Val-d'Or;J9P1N2
419;15; ;Rue Montcalm;15, Rue Montcalm;Val-d'Or;J9P3S4
420;15; ;Rue Sigma;15, Rue Sigma;Val-d'Or;J9P2V6
421;15; ;Rue Quabie;15, Rue Quabie;Lac-Simon;J0Y3M0
422;15; ;Rue Wabinok;15, Rue Wabinok;Lac-Simon;J0Y3M0
423;15; ;Rue Amikobi;15, Rue Amikobi;Lac-Simon;J0Y3M0
424;15; ;Rue Kwepi;15, Rue Kwepi;Lac-Simon;J0Y3M0
425;15; ;Rue Saint-Jean;15, Rue Saint-Jean;Val-d'Or;J9P5R1
426;15; ;Rue Lorette-Siscoe;15, Rue Lorette-Siscoe;Sullivan;J9P0B9
427;15; ;Route 111;15, Route 111;Vassan;J9P0C1
428;16; ;Rue Saint-Jacques;16, Rue Saint-Jacques;Val-d'Or;J9P2W6
429;16; ;Rue Sigma;16, Rue Sigma;Val-d'Or;J9P2V5
430;16; ;Rue Laprairie;16, Rue Laprairie;Dubuisson;J9P4N7
431;16; ;Rue ValliËres;16, Rue ValliËres;Val-d'Or;J9P4L3
432;16; ;Rue Bourret;16, Rue Bourret;Val-d'Or;J9P4K4
433;16; ;Rue Guay;16, Rue Guay;Val-d'Or;J9P4Z7
434;16; ;Rue Wolfe;16, Rue Wolfe;Val-d'Or;J9P3X9
435;16; ;Rue Dubeau;16, Rue Dubeau;Sullivan;J9P0B9
436;16; ;Rue Fortin;16, Rue Fortin;Sullivan;J9P0B9
437;16; ;Rue Chabot;16, Rue Chabot;Val-d'Or;J9P2T4
438;16; ;Rue Morissette;16, Rue Morissette;Val-d'Or;J9P6Z4
439;16; ;Rue Saint-Jean;16, Rue Saint-Jean;Val-d'Or;J9P5R2
440;16; ;Rue des Malards;16, Rue des Malards;Dubuisson;J9P4N7
441;16; ;Rue Kwepi;16, Rue Kwepi;Lac-Simon;J0Y3M0
442;16; ;Rue du Parc-Benny;16, Rue du Parc-Benny;Val-d'Or;J9P2P7
443;16; ;Rue de la GrËve;16, Rue de la GrËve;Sullivan;J9P0B9
444;16;A;Rue de la GrËve;16, Rue de la GrËve;Sullivan;J9P0B9
445;16; ;Rue Quabie;16, Rue Quabie;Lac-Simon;J0Y3M0
446;16; ;Rue Wabinok;16, Rue Wabinok;Lac-Simon;J0Y3M0
447;16;A;Rue Wabinok;16, Rue Wabinok;Lac-Simon;J0Y3M0
448;16; ;Rue Amikobi;16, Rue Amikobi;Lac-Simon;J0Y3M0
449;16; ;Rue Wabanonik;16, Rue Wabanonik;Lac-Simon;J0Y3M0
450;16; ;Rue Ogima;16, Rue Ogima;Lac-Simon;J0Y3M0
451;16; ;Route 111;16, Route 111;Vassan;J9P0C1
452;16; ;Rue Lorette-Siscoe;16, Rue Lorette-Siscoe;Sullivan;J9P0B9
453;16; ;Chemin de la Mine-êcole;16, Chemin de la Mine-êcole;Val-d'Or;J9P7B6
454;16; ;Rue Allard;16, Rue Allard;Val-d'Or;J9P2X7
455;16; ;Rue Roland-MassÈ;16, Rue Roland-MassÈ;Val-d'Or;J9P0E4
456;16; ;Rue Turgeon;16, Rue Turgeon;Val-d'Or;J9P0A6
457;16; ;Rue Migiwam;16, Rue Migiwam;Lac-Simon;J0Y3M0
458;17; ;Rue Sigma;17, Rue Sigma;Val-d'Or;J9P2V6
459;17; ;Rue Saint-Jacques;17, Rue Saint-Jacques;Val-d'Or;J9P2W7
460;17; ;Rue des MÈlËzes;17, Rue des MÈlËzes;Val-d'Or;J9P4Y4
461;17; ;Rue des CËdres;17, Rue des CËdres;Val-d'Or;J9P4S3
462;17; ;Rue des Sapins;17, Rue des Sapins;Val-d'Or;J9P4R4
463;17; ;Rue des Peupliers;17, Rue des Peupliers;Val-d'Or;J9P4R9
464;17; ;Rue Maurice;17, Rue Maurice;Sullivan;J9P0B9
465;17; ;Rue Fortin;17, Rue Fortin;Sullivan;J9P0B9
466;17; ;Rue Grenier;17, Rue Grenier;Sullivan;J9P0B9
467;17; ;Rue du Parc-Benny;17, Rue du Parc-Benny;Val-d'Or;J9P2P6
468;17; ;Chemin de la Baie-Jolie;17, Chemin de la Baie-Jolie;Val-d'Or;J9P7B5
469;17; ;Chemin Proulx;17, Chemin Proulx;Vassan;J9P0C1
470;17; ;Rue Bouchard;17, Rue Bouchard;Val-d'Or;J9P1N2
471;17; ;Rue Montcalm;17, Rue Montcalm;Val-d'Or;J9P3S4
472;17; ;Rue des Saules;17, Rue des Saules;Val-d'Or;J9P4E9
473;17; ;4e Avenue;17, 4e Avenue;Val-d'Or;J9P1E9
474;17;B;Rue Montcalm;17, Rue Montcalm;Val-d'Or;J9P3S4
475;17;A;Rue Montcalm;17, Rue Montcalm;Val-d'Or;J9P3S4
476;17; ;Rue Quabie;17, Rue Quabie;Lac-Simon;J0Y3M0
477;17; ;Rue Wabinok;17, Rue Wabinok;Lac-Simon;J0Y3M0
478;17; ;Rue Amikobi;17, Rue Amikobi;Lac-Simon;J0Y3M0
479;17; ;Rue Wabanonik;17, Rue Wabanonik;Lac-Simon;J0Y3M0
480;17; ;Rue Kwepi;17, Rue Kwepi;Lac-Simon;J0Y3M0
481;17; ;Rue Ogima;17, Rue Ogima;Lac-Simon;J0Y3M0
482;17; ;Chemin des Scouts;17, Chemin des Scouts;Val-d'Or;J9P7A7
483;17; ;Rue de la Bourgade;17, Rue de la Bourgade;Sullivan;J9P0B9
484;17; ;Rue Lorette-Siscoe;17, Rue Lorette-Siscoe;Sullivan;J9P0B9
485;17; ;Chemin BÈchard;17, Chemin BÈchard;Vassan;J9P0C1
486;17; ;Rue Lejeune;17, Rue Lejeune;Sullivan;J9P0B9
487;18; ;Rue Saint-Jacques;18, Rue Saint-Jacques;Val-d'Or;J9P2W8
488;18; ;Rue des MÈlËzes;18, Rue des MÈlËzes;Val-d'Or;J9P4G3
489;18; ;Rue des CËdres;18, Rue des CËdres;Val-d'Or;J9P4S4
490;18; ;Rue des Peupliers;18, Rue des Peupliers;Val-d'Or;J9P2S1
491;18; ;Rue Pierret;18, Rue Pierret;Val-d'Or;J9P5C7
492;18; ;Rue Maurice;18, Rue Maurice;Sullivan;J9P0B9
493;18; ;Rue Saint-Jean;18, Rue Saint-Jean;Val-d'Or;J9P5R2
494;18; ;Rue Lauzon;18, Rue Lauzon;Val-d'Or;J9P4M9
495;18; ;Rue des Malards;18, Rue des Malards;Dubuisson;J9P4N7
496;18; ;Rue du Parc-Benny;18, Rue du Parc-Benny;Val-d'Or;J9P2P7
497;18; ;3e Avenue;18, 3e Avenue;Val-d'Or;J9P1R2
498;18;A;3e Avenue;18, 3e Avenue;Val-d'Or;J9P1R2
499;18;B;3e Avenue;18, 3e Avenue;Val-d'Or;J9P1R2
500;18;A;Rue Allard;18, Rue Allard;Val-d'Or;J9P2X7
501;18;B;Rue Allard;18, Rue Allard;Val-d'Or;J9P2X7
502;18; ;Rue Quabie;18, Rue Quabie;Lac-Simon;J0Y3M0
503;18; ;Rue Wabinok;18, Rue Wabinok;Lac-Simon;J0Y3M0
504;18; ;Rue Kwepi;18, Rue Kwepi;Lac-Simon;J0Y3M0
505;18; ;Rue Amikobi;18, Rue Amikobi;Lac-Simon;J0Y3M0
506;18; ;Rue Wabanonik;18, Rue Wabanonik;Lac-Simon;J0Y3M0
507;18; ;Rue Ogima;18, Rue Ogima;Lac-Simon;J0Y3M0
508;18; ;Rue Migiwam;18, Rue Migiwam;Lac-Simon;J0Y3M0
509;18; ;Chemin RenÈ;18, Chemin RenÈ;Vassan;J9P0C1
510;18; ;Rue Allard;18, Rue Allard;Val-d'Or;J9P2X7
511;18; ;Rue Lejeune;18, Rue Lejeune;Sullivan;J9P0B9
512;18; ;Rue Turgeon;18, Rue Turgeon;Val-d'Or;J9P0A6
513;18; ;7e Rue;18, 7e Rue;Val-d'Or;J9P0G1
514;18; ;Route 111;18, Route 111;Vassan;J9P0C1
515;19; ;Rue Sigma;19, Rue Sigma;Val-d'Or;J9P2V7
516;19; ;Rue Laprairie;19, Rue Laprairie;Dubuisson;J9P4N7
517;19; ;Rue Dorion;19, Rue Dorion;Val-d'Or;J9P4J4
518;19; ;Rue Cloutier;19, Rue Cloutier;Val-d'Or;J9P4K6
519;19; ;Route du CurÈ-Brien;19, Route du CurÈ-Brien;Vassan;J9P0C1
520;19; ;Rue du Parc-Benny;19, Rue du Parc-Benny;Val-d'Or;J9P2P6
521;19; ;Chemin de la Baie-Jolie;19, Chemin de la Baie-Jolie;Val-d'Or;J9P7B5
522;19; ;Rue des Saules;19, Rue des Saules;Val-d'Or;J9P4E9
523;19;A;Rue Dorion;19, Rue Dorion;Val-d'Or;J9P4J4
524;19; ;Rue Quabie;19, Rue Quabie;Lac-Simon;J0Y3M0
525;19; ;Rue Wabinok;19, Rue Wabinok;Lac-Simon;J0Y3M0
526;19; ;Rue Amikobi;19, Rue Amikobi;Lac-Simon;J0Y3M0
527;19; ;Rue Kwepi;19, Rue Kwepi;Lac-Simon;J0Y3M0
528;19; ;Rue Ogima;19, Rue Ogima;Lac-Simon;J0Y3M0
529;19; ;Chemin RenÈ;19, Chemin RenÈ;Vassan;J9P0C1
530;19; ;Rue L'êcuyer;19, Rue L'êcuyer;Sullivan;J9P0B9
531;19; ;Rue Turgeon;19, Rue Turgeon;Val-d'Or;J9P0A6
532;19; ;Route 111;19, Route 111;Vassan;J9P0C1
533;19; ;Sentier des FougËres;19, Sentier des FougËres;Sullivan;J9P0B9
534;19; ;Chemin Proulx;19, Chemin Proulx;Vassan;J9P0C1
535;19; ;Rue Saint-Jean;19, Rue Saint-Jean;Val-d'Or;J9P5R1
536;19; ;Rue Saint-Jacques;19, Rue Saint-Jacques;Val-d'Or;J9P2W7
537;20; ;Rue Saint-Jacques;20, Rue Saint-Jacques;Val-d'Or;J9P2W8
538;20; ;Rue Sigma;20, Rue Sigma;Val-d'Or;J9P2V8
539;20; ;Rue des PrÈs;20, Rue des PrÈs;Dubuisson;J9P4N7
540;20; ;Rue Laprairie;20, Rue Laprairie;Dubuisson;J9P4N7
541;20; ;Rue Cicip;20, Rue Cicip;Lac-Simon;J0Y3M0
542;20; ;Rue Thibault;20, Rue Thibault;Val-d'Or;J9P5B3
543;20; ;Rue Bouffard;20, Rue Bouffard;Val-d'Or;J9P4Z1
544;20; ;Rue Sylvestre;20, Rue Sylvestre;Val-d'Or;J9P2R8
545;20; ;Rue MatcÈtia;20, Rue MatcÈtia;Lac-Simon;J0Y3M0
546;20; ;Rue du Parc-Benny;20, Rue du Parc-Benny;Val-d'Or;J9P2P7
547;20; ;Rue de la GrËve;20, Rue de la GrËve;Sullivan;J9P0B9
548;20; ;Rue Montcalm;20, Rue Montcalm;Val-d'Or;J9P3S5
549;20;B;3e Avenue;20, 3e Avenue;Val-d'Or;J9P1R2
550;20;A;3e Avenue;20, 3e Avenue;Val-d'Or;J9P1R2
551;20;B;Rue Marchand;20, Rue Marchand;Val-d'Or;J9P2S3
552;20;A;Rue Saint-Jacques;20, Rue Saint-Jacques;Val-d'Or;J9P2W8
553;20;A;Rue Sigma;20, Rue Sigma;Val-d'Or;J9P2V8
554;20;B;Rue Sigma;20, Rue Sigma;Val-d'Or;J9P2V8
555;20; ;Rue Quabie;20, Rue Quabie;Lac-Simon;J0Y3M0
556;20; ;Rue Amikobi;20, Rue Amikobi;Lac-Simon;J0Y3M0
557;20; ;Rue Kwepi;20, Rue Kwepi;Lac-Simon;J0Y3M0
558;20;C;Rue Sigma;20, Rue Sigma;Val-d'Or;J9P2V8
559;20; ;Rue Ogima;20, Rue Ogima;Lac-Simon;J0Y3M0
560;20; ;Chemin de la Plage-Rotary;20, Chemin de la Plage-Rotary;Val-d'Or;J9P0M7
561;20; ;Route 111;20, Route 111;Vassan;J9P0C1
562;20; ;3e Avenue Est;20, 3e Avenue Est;Val-d'Or;J9P1R2
563;20; ;Rue Cloutier;20, Rue Cloutier;Val-d'Or;J9P4K7
564;20; ;Rue Marchand;20, Rue Marchand;Val-d'Or;J9P2S3
565;20; ;Rue Saint-Jean;20, Rue Saint-Jean;Val-d'Or;J9P5R2
566;20; ;Rue Migiwam;20, Rue Migiwam;Lac-Simon;J0Y3M0
567;20; ;Rue Turgeon;20, Rue Turgeon;Val-d'Or;J9P0A6
568;20; ;Route 117;20, Route 117;Val-d'Or;J9P7C3
569;20; ;7e Rue;20, 7e Rue;Val-d'Or;J9P0G1
570;20; ;Sentier des FougËres;20, Sentier des FougËres;Sullivan;J9P0B9
571;20; ;3e Avenue;20, 3e Avenue;Val-d'Or;J9P1R2
572;21; ;Rue Sigma;21, Rue Sigma;Val-d'Or;J9P2V7
573;21; ;Rue ValliËres;21, Rue ValliËres;Val-d'Or;J9P4L4
574;21; ;Rue Laroche;21, Rue Laroche;Val-d'Or;J9P2R4
575;21; ;Rue Pierre;21, Rue Pierre;Val-d'Or;J9P4L8
576;21; ;Rue Marchand;21, Rue Marchand;Val-d'Or;J9P2S4
577;21; ;Rue de la GrËve;21, Rue de la GrËve;Sullivan;J9P0B9
578;21; ;Chemin Leblanc;21, Chemin Leblanc;Vassan;J9P0C1
579;21; ;Rue Kwepi;21, Rue Kwepi;Lac-Simon;J0Y3M0
580;21; ;Rue du Parc-Benny;21, Rue du Parc-Benny;Val-d'Or;J9P2P6
581;21; ;Rue Naud;21, Rue Naud;Sullivan;J9P4W7
582;21; ;Rue des Saules;21, Rue des Saules;Val-d'Or;J9P4E9
583;21; ;Rue Quabie;21, Rue Quabie;Lac-Simon;J0Y3M0
584;21; ;Rue Wabinok;21, Rue Wabinok;Lac-Simon;J0Y3M0
585;21; ;Sentier des FougËres;21, Sentier des FougËres;Sullivan;J9P0B9
586;21; ;Rue Ogima;21, Rue Ogima;Lac-Simon;J0Y3M0
587;21; ;Chemin de la Baie-Jolie;21, Chemin de la Baie-Jolie;Val-d'Or;J9P7B5
588;21; ;Chemin Proulx;21, Chemin Proulx;Vassan;J9P0C1
589;22; ;Rue Saint-Jacques;22, Rue Saint-Jacques;Val-d'Or;J9P2W8
590;22; ;Rue Sigma;22, Rue Sigma;Val-d'Or;J9P2V8
591;22; ;Rue Lecompte;22, Rue Lecompte;Val-d'Or;J9P2P5
592;22; ;Rue Laroche;22, Rue Laroche;Val-d'Or;J9P2R5
593;22; ;Boulevard de l'HÙtel-de-Ville;22, Boulevard de l'HÙtel-de-Ville;Val-d'Or;J9P4X5
594;22; ;Rue Chabot;22, Rue Chabot;Val-d'Or;J9P2T4
595;22; ;Rue du Parc-Benny;22, Rue du Parc-Benny;Val-d'Or;J9P2P7
596;22; ;Rue Montcalm;22, Rue Montcalm;Val-d'Or;J9P3S5
597;22; ;3e Avenue;22, 3e Avenue;Val-d'Or;J9P1R2
598;22;A;Boulevard de l'HÙtel-de-Ville;22, Boulevard de l'HÙtel-de-Ville;Val-d'Or;J9P4X5
599;22;B;Boulevard de l'HÙtel-de-Ville;22, Boulevard de l'HÙtel-de-Ville;Val-d'Or;J9P4X5
600;22; ;Rue Quabie;22, Rue Quabie;Lac-Simon;J0Y3M0
601;22;A;Rue Wabinok;22, Rue Wabinok;Lac-Simon;J0Y3M0
602;22;B;Rue Wabinok;22, Rue Wabinok;Lac-Simon;J0Y3M0
603;22;C;Rue Wabinok;22, Rue Wabinok;Lac-Simon;J0Y3M0
604;22; ;Rue Amikobi;22, Rue Amikobi;Lac-Simon;J0Y3M0
605;22; ;Rue Kwepi;22, Rue Kwepi;Lac-Simon;J0Y3M0
606;22;A;Rue Wabanonik;22, Rue Wabanonik;Lac-Simon;J0Y3M0
607;22; ;Rue Wabinok;22, Rue Wabinok;Lac-Simon;J0Y3M0
608;22; ;Rue Ogima;22, Rue Ogima;Lac-Simon;J0Y3M0
609;22; ;Rue Saint-Jean;22, Rue Saint-Jean;Val-d'Or;J9P5R2
610;22; ;Sentier des FougËres;22, Sentier des FougËres;Sullivan;J9P0B9
611;22; ;Route 111;22, Route 111;Vassan;J9P0C1
612;22; ;Rue Migiwam;22, Rue Migiwam;Lac-Simon;J0Y3M0
613;22; ;7e Rue;22, 7e Rue;Val-d'Or;J9P0G1
614;22; ;Rue Turgeon;22, Rue Turgeon;Val-d'Or;J9P0A6
615;22; ;Rue Parent;22, Rue Parent;Val-d'Or;J9P5N8
616;23; ;Rue Saint-Jacques;23, Rue Saint-Jacques;Val-d'Or;J9P2W9
617;23; ;Rue Sigma;23, Rue Sigma;Val-d'Or;J9P2V7
618;23; ;Rue Thibault;23, Rue Thibault;Val-d'Or;J9P4J8
619;23; ;Rue Brousseau;23, Rue Brousseau;Val-d'Or;J9P4H8
620;23; ;Route du CurÈ-Brien;23, Route du CurÈ-Brien;Vassan;J9P0C1
621;23; ;Rue Guay;23, Rue Guay;Val-d'Or;J9P4Z8
622;23; ;Rue Chabot;23, Rue Chabot;Val-d'Or;J9P2T3
623;23; ;Rue Morissette;23, Rue Morissette;Val-d'Or;J9P6Z3
624;23; ;Rue Kwepi;23, Rue Kwepi;Lac-Simon;J0Y3M0
625;23; ;Rue du Parc-Benny;23, Rue du Parc-Benny;Val-d'Or;J9P2P6
626;23; ;Rue des Saules;23, Rue des Saules;Val-d'Or;J9P4E9
627;23; ;Boulevard de l'HÙtel-de-Ville;23, Boulevard de l'HÙtel-de-Ville;Val-d'Or;J9P5A9
628;23; ;Rue Bouchard;23, Rue Bouchard;Val-d'Or;J9P6L4
629;23; ;Rue Parent;23, Rue Parent;Val-d'Or;J9P5N9
630;23; ;Rue Naud;23, Rue Naud;Sullivan;J9P4W7
631;23;A;Rue Bouchard;23, Rue Bouchard;Val-d'Or;J9P6L4
632;23;A;Rue Saint-Jacques;23, Rue Saint-Jacques;Val-d'Or;J9P2W9
633;23;C;Rue Sigma;23, Rue Sigma;Val-d'Or;J9P2V7
634;23;A;Rue Sigma;23, Rue Sigma;Val-d'Or;J9P2V7
635;23; ;Rue Quabie;23, Rue Quabie;Lac-Simon;J0Y3M0
636;23; ;Rue Wabinok;23, Rue Wabinok;Lac-Simon;J0Y3M0
637;23; ;Rue Amikobi;23, Rue Amikobi;Lac-Simon;J0Y3M0
638;23; ;Rue Ogima;23, Rue Ogima;Lac-Simon;J0Y3M0
639;23; ;Chemin de la Baie-Jolie;23, Chemin de la Baie-Jolie;Val-d'Or;J9P7B5
640;23; ;Rue Saint-Jean;23, Rue Saint-Jean;Val-d'Or;J9P5R1
641;23; ;Chemin Proulx;23, Chemin Proulx;Vassan;J9P0C1
642;23; ;Route 111;23, Route 111;Vassan;J9P0C1
643;23; ;Rue des Malards;23, Rue des Malards;Dubuisson;J9P4N7
644;23; ;Rue Laframboise;23, Rue Laframboise;Sullivan;J9P0B9
645;24; ;Rue Allard;24, Rue Allard;Val-d'Or;J9P2X8
646;24; ;Rue Saint-Jacques;24, Rue Saint-Jacques;Val-d'Or;J9P2W8
647;24; ;Rue Fortin;24, Rue Fortin;Sullivan;J9P0B9
648;24; ;Rue Laprairie;24, Rue Laprairie;Dubuisson;J9P4N7
649;24; ;Rue Quabie;24, Rue Quabie;Lac-Simon;J0Y3M0
650;24; ;Rue L'Heureux;24, Rue L'Heureux;Sullivan;J9P1N1
651;24; ;Rue ValliËres;24, Rue ValliËres;Val-d'Or;J9P4L3
652;24; ;Rue Bourret;24, Rue Bourret;Val-d'Or;J9P4K4
653;24; ;Rue Guay;24, Rue Guay;Val-d'Or;J9P4Z7
654;24; ;Chemin de la Baie-CarriËre;24, Chemin de la Baie-CarriËre;Val-d'Or;J9P4M2
655;24; ;Rue du Parc-Benny;24, Rue du Parc-Benny;Val-d'Or;J9P2P7
656;24; ;Rue Morissette;24, Rue Morissette;Val-d'Or;J9P6Z4
657;24; ;Boulevard de l'HÙtel-de-Ville;24, Boulevard de l'HÙtel-de-Ville;Val-d'Or;J9P4X5
658;24;A;Rue Allard;24, Rue Allard;Val-d'Or;J9P2X8
659;24;B;Rue Allard;24, Rue Allard;Val-d'Or;J9P2X8
660;24;A;Chemin de la Baie-CarriËre;24, Chemin de la Baie-CarriËre;Val-d'Or;J9P4M2
661;24;B;Chemin de la Baie-CarriËre;24, Chemin de la Baie-CarriËre;Val-d'Or;J9P4M2
662;24;A;Boulevard de l'HÙtel-de-Ville;24, Boulevard de l'HÙtel-de-Ville;Val-d'Or;J9P4X5
663;24;B;Boulevard de l'HÙtel-de-Ville;24, Boulevard de l'HÙtel-de-Ville;Val-d'Or;J9P4X5
664;24;A;Rue Saint-Jacques;24, Rue Saint-Jacques;Val-d'Or;J9P2W8
665;24;B;Rue Saint-Jacques;24, Rue Saint-Jacques;Val-d'Or;J9P2W8
666;24;A;Rue Sigma;24, Rue Sigma;Val-d'Or;J9P2V8
667;24;C;Rue Sigma;24, Rue Sigma;Val-d'Or;J9P2V8
668;24;B;Rue Sigma;24, Rue Sigma;Val-d'Or;J9P2V8
669;24;D;Rue Sigma;24, Rue Sigma;Val-d'Or;J9P2V8
